Scan,Scan_20251113_185445.csv
Mode,ABS
Lower,325
Upper,1100
Length,776
,,
wavelength(nm) , ABS , %T
847.0,-0.016,103.75
848.0,-0.016,103.75
849.0,-0.016,103.75
850.0,-0.016,103.75
851.0,-0.016,103.75
852.0,-0.016,103.75
853.0,-0.016,103.75
854.0,-0.016,103.75
855.0,-0.016,103.75
856.0,-0.016,103.75
857.0,-0.016,103.75
858.0,-0.016,103.75
859.0,-0.016,103.75
860.0,-0.016,103.75
861.0,-0.016,103.75
862.0,-0.015,103.51
863.0,-0.015,103.51
864.0,-0.016,103.75
865.0,-0.015,103.51
866.0,-0.015,103.51
867.0,-0.016,103.75
868.0,-0.015,103.51
869.0,-0.016,103.75
870.0,-0.015,103.51
871.0,-0.015,103.51
872.0,-0.015,103.51
873.0,-0.015,103.51
874.0,-0.015,103.51
875.0,-0.015,103.51
876.0,-0.015,103.51
877.0,-0.015,103.51
878.0,-0.015,103.51
879.0,-0.015,103.51
880.0,-0.015,103.51
881.0,-0.015,103.51
882.0,-0.015,103.51
883.0,-0.015,103.51
884.0,-0.015,103.51
885.0,-0.015,103.51
886.0,-0.015,103.51
887.0,-0.015,103.51
888.0,-0.015,103.51
889.0,-0.015,103.51
890.0,-0.015,103.51
891.0,-0.015,103.51
892.0,-0.015,103.51
893.0,-0.015,103.51
894.0,-0.015,103.51
895.0,-0.015,103.51
896.0,-0.015,103.51
897.0,-0.015,103.51
898.0,-0.015,103.51
899.0,-0.015,103.51
900.0,-0.015,103.51
901.0,-0.015,103.51
902.0,-0.015,103.51
903.0,-0.015,103.51
904.0,-0.015,103.51
905.0,-0.015,103.51
906.0,-0.015,103.51
907.0,-0.015,103.51
908.0,-0.015,103.51
909.0,-0.015,103.51
910.0,-0.015,103.51
911.0,-0.015,103.51
912.0,-0.015,103.51
913.0,-0.015,103.51
914.0,-0.015,103.51
915.0,-0.015,103.51
916.0,-0.015,103.51
917.0,-0.015,103.51
918.0,-0.015,103.51
919.0,-0.015,103.51
920.0,-0.015,103.51
921.0,-0.015,103.51
922.0,-0.015,103.51
923.0,-0.015,103.51
924.0,-0.015,103.51
925.0,-0.015,103.51
926.0,-0.015,103.51
927.0,-0.015,103.51
928.0,-0.015,103.51
929.0,-0.015,103.51
930.0,-0.015,103.51
931.0,-0.015,103.51
932.0,-0.015,103.51
933.0,-0.015,103.51
934.0,-0.015,103.51
935.0,-0.015,103.51
936.0,-0.015,103.51
937.0,-0.015,103.51
938.0,-0.015,103.51
939.0,-0.015,103.51
940.0,-0.015,103.51
941.0,-0.015,103.51
942.0,-0.015,103.51
943.0,-0.015,103.51
944.0,-0.015,103.51
945.0,-0.015,103.51
946.0,-0.015,103.51
947.0,-0.015,103.51
948.0,-0.015,103.51
949.0,-0.015,103.51
950.0,-0.015,103.51
951.0,-0.015,103.51
952.0,-0.015,103.51
953.0,-0.015,103.51
954.0,-0.015,103.51
955.0,-0.015,103.51
956.0,-0.015,103.51
957.0,-0.015,103.51
958.0,-0.015,103.51
959.0,-0.015,103.51
960.0,-0.015,103.51
961.0,-0.015,103.51
962.0,-0.015,103.51
963.0,-0.015,103.51
964.0,-0.015,103.51
965.0,-0.015,103.51
966.0,-0.015,103.51
967.0,-0.015,103.51
968.0,-0.015,103.51
969.0,-0.015,103.51
970.0,-0.015,103.51
971.0,-0.015,103.51
972.0,-0.015,103.51
973.0,-0.015,103.51
974.0,-0.015,103.51
975.0,-0.016,103.75
976.0,-0.016,103.75
977.0,-0.016,103.75
978.0,-0.016,103.75
979.0,-0.016,103.75
980.0,-0.016,103.75
981.0,-0.016,103.75
982.0,-0.016,103.75
983.0,-0.016,103.75
984.0,-0.016,103.75
985.0,-0.016,103.75
986.0,-0.016,103.75
987.0,-0.016,103.75
988.0,-0.016,103.75
989.0,-0.016,103.75
990.0,-0.016,103.75
991.0,-0.016,103.75
992.0,-0.016,103.75
993.0,-0.016,103.75
994.0,-0.016,103.75
995.0,-0.016,103.75
996.0,-0.016,103.75
997.0,-0.016,103.75
998.0,-0.016,103.75
999.0,-0.016,103.75
1000.0,-0.016,103.75
1001.0,-0.016,103.75
1002.0,-0.016,103.75
1003.0,-0.016,103.75
1004.0,-0.016,103.75
1005.0,-0.016,103.75
1006.0,-0.016,103.75
1007.0,-0.016,103.75
1008.0,-0.016,103.75
1009.0,-0.016,103.75
1010.0,-0.016,103.75
1011.0,-0.016,103.75
1012.0,-0.017,103.99
1013.0,-0.017,103.99
1014.0,-0.017,103.99
1015.0,-0.017,103.99
1016.0,-0.017,103.99
1017.0,-0.017,103.99
1018.0,-0.017,103.99
1019.0,-0.017,103.99
1020.0,-0.017,103.99
1021.0,-0.017,103.99
1022.0,-0.017,103.99
1023.0,-0.017,103.99
1024.0,-0.017,103.99
1025.0,-0.017,103.99
1026.0,-0.017,103.99
1027.0,-0.017,103.99
1028.0,-0.017,103.99
1029.0,-0.017,103.99
1030.0,-0.017,103.99
1031.0,-0.017,103.99
1032.0,-0.017,103.99
1033.0,-0.017,103.99
1034.0,-0.017,103.99
1035.0,-0.017,103.99
1036.0,-0.017,103.99
1037.0,-0.017,103.99
1038.0,-0.017,103.99
1039.0,-0.017,103.99
1040.0,-0.017,103.99
1041.0,-0.017,103.99
1042.0,-0.017,103.99
1043.0,-0.018,104.23
1044.0,-0.018,104.23
1045.0,-0.018,104.23
1046.0,-0.018,104.23
1047.0,-0.018,104.23
1048.0,-0.018,104.23
1049.0,-0.018,104.23
1050.0,-0.018,104.23
1051.0,-0.018,104.23
1052.0,-0.018,104.23
1053.0,-0.018,104.23
1054.0,-0.018,104.23
1055.0,-0.018,104.23
1056.0,-0.018,104.23
1057.0,-0.018,104.23
1058.0,-0.018,104.23
1059.0,-0.018,104.23
1060.0,-0.018,104.23
1061.0,-0.018,104.23
1062.0,-0.018,104.23
1063.0,-0.018,104.23
1064.0,-0.018,104.23
1065.0,-0.018,104.23
1066.0,-0.018,104.23
1067.0,-0.018,104.23
1068.0,-0.018,104.23
1069.0,-0.018,104.23
1070.0,-0.018,104.23
1071.0,-0.018,104.23
1072.0,-0.018,104.23
1073.0,-0.018,104.23
1074.0,-0.018,104.23
1075.0,-0.018,104.23
1076.0,-0.018,104.23
1077.0,-0.018,104.23
1078.0,-0.018,104.23
1079.0,-0.018,104.23
1080.0,-0.018,104.23
1081.0,-0.018,104.23
1082.0,-0.018,104.23
1083.0,-0.018,104.23
1084.0,-0.018,104.23
1085.0,-0.018,104.23
1086.0,-0.018,104.23
1087.0,-0.018,104.23
1088.0,-0.018,104.23
1089.0,-0.018,104.23
1090.0,-0.018,104.23
1091.0,-0.018,104.23
1092.0,-0.018,104.23
1093.0,-0.018,104.23
1094.0,-0.018,104.23
1095.0,-0.018,104.23
1096.0,-0.018,104.23
1097.0,-0.018,104.23
1098.0,-0.018,104.23
1099.0,-0.018,104.23
1100.0,-0.018,104.23
