Scan,Scan_20251125_000733.csv
Mode,ABS
Lower,325
Upper,1100
Length,776
,,
wavelength(nm) , ABS , %T
454.0,0.033,92.68
455.0,0.032,92.90
456.0,0.032,92.90
457.0,0.031,93.11
458.0,0.031,93.11
459.0,0.030,93.33
460.0,0.030,93.33
461.0,0.029,93.54
462.0,0.029,93.54
463.0,0.029,93.54
464.0,0.029,93.54
465.0,0.028,93.76
466.0,0.028,93.76
467.0,0.027,93.97
468.0,0.027,93.97
469.0,0.026,94.19
470.0,0.026,94.19
471.0,0.025,94.41
472.0,0.025,94.41
473.0,0.024,94.62
474.0,0.024,94.62
475.0,0.023,94.84
476.0,0.023,94.84
477.0,0.022,95.06
478.0,0.022,95.06
479.0,0.021,95.28
480.0,0.021,95.28
481.0,0.020,95.50
482.0,0.020,95.50
483.0,0.019,95.72
484.0,0.019,95.72
485.0,0.018,95.94
486.0,0.018,95.94
487.0,0.017,96.16
488.0,0.017,96.16
489.0,0.016,96.38
490.0,0.016,96.38
491.0,0.016,96.38
492.0,0.016,96.38
493.0,0.016,96.38
494.0,0.016,96.38
495.0,0.016,96.38
496.0,0.016,96.38
497.0,0.016,96.38
498.0,0.016,96.38
499.0,0.017,96.16
500.0,0.019,95.72
501.0,0.019,95.72
502.0,0.019,95.72
503.0,0.020,95.50
504.0,0.020,95.50
505.0,0.020,95.50
506.0,0.021,95.28
507.0,0.021,95.28
508.0,0.022,95.06
509.0,0.022,95.06
510.0,0.023,94.84
511.0,0.023,94.84
512.0,0.024,94.62
513.0,0.024,94.62
514.0,0.025,94.41
515.0,0.026,94.19
516.0,0.027,93.97
517.0,0.028,93.76
518.0,0.028,93.76
519.0,0.029,93.54
520.0,0.030,93.33
521.0,0.031,93.11
522.0,0.032,92.90
523.0,0.033,92.68
524.0,0.034,92.47
525.0,0.035,92.26
526.0,0.037,91.83
527.0,0.038,91.62
528.0,0.039,91.41
529.0,0.040,91.20
530.0,0.041,90.99
531.0,0.043,90.57
532.0,0.044,90.36
533.0,0.046,89.95
534.0,0.047,89.74
535.0,0.048,89.54
536.0,0.050,89.13
537.0,0.052,88.72
538.0,0.054,88.31
539.0,0.056,87.90
540.0,0.057,87.70
541.0,0.059,87.30
542.0,0.061,86.90
543.0,0.064,86.30
544.0,0.066,85.90
545.0,0.068,85.51
546.0,0.070,85.11
547.0,0.073,84.53
548.0,0.076,83.95
549.0,0.078,83.56
550.0,0.082,82.79
551.0,0.085,82.22
552.0,0.088,81.66
553.0,0.091,81.10
554.0,0.095,80.35
555.0,0.098,79.80
556.0,0.102,79.07
557.0,0.106,78.34
558.0,0.110,77.62
559.0,0.115,76.74
560.0,0.119,76.03
561.0,0.124,75.16
562.0,0.129,74.30
563.0,0.134,73.45
564.0,0.140,72.44
565.0,0.145,71.61
566.0,0.151,70.63
567.0,0.156,69.82
568.0,0.162,68.87
569.0,0.167,68.08
570.0,0.173,67.14
571.0,0.180,66.07
572.0,0.186,65.16
573.0,0.191,64.42
574.0,0.197,63.53
575.0,0.203,62.66
576.0,0.209,61.80
577.0,0.214,61.09
578.0,0.219,60.39
579.0,0.224,59.70
580.0,0.229,59.02
581.0,0.235,58.21
582.0,0.240,57.54
583.0,0.245,56.89
584.0,0.250,56.23
585.0,0.255,55.59
586.0,0.260,54.95
587.0,0.265,54.33
588.0,0.270,53.70
589.0,0.275,53.09
590.0,0.280,52.48
591.0,0.286,51.76
592.0,0.292,51.05
593.0,0.298,50.35
594.0,0.305,49.55
595.0,0.311,48.87
596.0,0.319,47.97
597.0,0.327,47.10
598.0,0.336,46.13
599.0,0.346,45.08
600.0,0.355,44.16
601.0,0.366,43.05
602.0,0.377,41.98
603.0,0.391,40.64
604.0,0.405,39.36
605.0,0.420,38.02
606.0,0.436,36.64
607.0,0.453,35.24
608.0,0.470,33.88
609.0,0.488,32.51
610.0,0.508,31.05
611.0,0.526,29.79
612.0,0.546,28.44
613.0,0.565,27.23
614.0,0.587,25.88
615.0,0.609,24.60
616.0,0.631,23.39
617.0,0.652,22.28
618.0,0.671,21.33
619.0,0.690,20.42
620.0,0.712,19.41
621.0,0.730,18.62
622.0,0.747,17.91
623.0,0.762,17.30
624.0,0.775,16.79
625.0,0.787,16.33
626.0,0.798,15.92
627.0,0.805,15.67
628.0,0.809,15.52
629.0,0.811,15.45
630.0,0.809,15.52
631.0,0.804,15.70
632.0,0.796,16.00
633.0,0.786,16.37
634.0,0.773,16.87
635.0,0.756,17.54
636.0,0.737,18.32
637.0,0.714,19.32
638.0,0.689,20.46
639.0,0.663,21.73
640.0,0.638,23.01
641.0,0.611,24.49
642.0,0.580,26.30
643.0,0.550,28.18
644.0,0.522,30.06
645.0,0.492,32.21
646.0,0.464,34.36
647.0,0.435,36.73
648.0,0.404,39.45
649.0,0.376,42.07
650.0,0.350,44.67
651.0,0.326,47.21
652.0,0.303,49.77
653.0,0.280,52.48
654.0,0.258,55.21
655.0,0.239,57.68
656.0,0.220,60.26
657.0,0.204,62.52
658.0,0.187,65.01
659.0,0.169,67.76
660.0,0.154,70.15
661.0,0.139,72.61
662.0,0.127,74.64
663.0,0.115,76.74
664.0,0.104,78.70
665.0,0.094,80.54
666.0,0.087,81.85
667.0,0.081,82.99
668.0,0.075,84.14
669.0,0.069,85.31
670.0,0.064,86.30
671.0,0.059,87.30
672.0,0.055,88.10
673.0,0.051,88.92
674.0,0.047,89.74
675.0,0.043,90.57
676.0,0.039,91.41
677.0,0.036,92.04
678.0,0.033,92.68
679.0,0.031,93.11
680.0,0.028,93.76
681.0,0.026,94.19
682.0,0.024,94.62
683.0,0.023,94.84
684.0,0.021,95.28
685.0,0.020,95.50
686.0,0.018,95.94
687.0,0.017,96.16
688.0,0.016,96.38
689.0,0.015,96.61
690.0,0.014,96.83
691.0,0.014,96.83
692.0,0.013,97.05
693.0,0.012,97.27
694.0,0.012,97.27
695.0,0.011,97.50
696.0,0.010,97.72
697.0,0.010,97.72
698.0,0.010,97.72
699.0,0.009,97.95
700.0,0.009,97.95
701.0,0.009,97.95
702.0,0.008,98.17
703.0,0.008,98.17
704.0,0.008,98.17
705.0,0.008,98.17
706.0,0.007,98.40
707.0,0.007,98.40
708.0,0.007,98.40
709.0,0.007,98.40
710.0,0.007,98.40
711.0,0.007,98.40
712.0,0.006,98.63
713.0,0.006,98.63
714.0,0.006,98.63
715.0,0.006,98.63
716.0,0.006,98.63
717.0,0.006,98.63
718.0,0.006,98.63
719.0,0.006,98.63
720.0,0.006,98.63
721.0,0.006,98.63
722.0,0.005,98.86
723.0,0.005,98.86
724.0,0.005,98.86
725.0,0.005,98.86
726.0,0.005,98.86
727.0,0.005,98.86
728.0,0.005,98.86
729.0,0.005,98.86
730.0,0.005,98.86
731.0,0.005,98.86
732.0,0.005,98.86
733.0,0.005,98.86
734.0,0.005,98.86
735.0,0.005,98.86
736.0,0.005,98.86
737.0,0.005,98.86
738.0,0.005,98.86
739.0,0.005,98.86
740.0,0.005,98.86
741.0,0.005,98.86
742.0,0.005,98.86
743.0,0.005,98.86
744.0,0.005,98.86
745.0,0.005,98.86
746.0,0.005,98.86
747.0,0.005,98.86
748.0,0.004,99.08
749.0,0.005,98.86
750.0,0.005,98.86
751.0,0.005,98.86
752.0,0.004,99.08
753.0,0.005,98.86
754.0,0.004,99.08
755.0,0.004,99.08
756.0,0.005,98.86
757.0,0.004,99.08
758.0,0.004,99.08
759.0,0.004,99.08
760.0,0.004,99.08
761.0,0.004,99.08
762.0,0.004,99.08
763.0,0.004,99.08
764.0,0.004,99.08
765.0,0.004,99.08
766.0,0.004,99.08
767.0,0.004,99.08
768.0,0.004,99.08
769.0,0.004,99.08
770.0,0.004,99.08
771.0,0.004,99.08
772.0,0.004,99.08
773.0,0.004,99.08
774.0,0.004,99.08
775.0,0.004,99.08
776.0,0.004,99.08
777.0,0.004,99.08
778.0,0.004,99.08
779.0,0.004,99.08
780.0,0.004,99.08
781.0,0.004,99.08
782.0,0.004,99.08
783.0,0.004,99.08
784.0,0.004,99.08
785.0,0.004,99.08
786.0,0.004,99.08
787.0,0.004,99.08
788.0,0.004,99.08
789.0,0.004,99.08
790.0,0.004,99.08
791.0,0.004,99.08
792.0,0.004,99.08
793.0,0.004,99.08
794.0,0.004,99.08
795.0,0.004,99.08
796.0,0.004,99.08
797.0,0.004,99.08
798.0,0.004,99.08
799.0,0.003,99.31
800.0,0.004,99.08
801.0,0.004,99.08
802.0,0.004,99.08
803.0,0.004,99.08
804.0,0.004,99.08
805.0,0.004,99.08
806.0,0.004,99.08
807.0,0.003,99.31
808.0,0.003,99.31
809.0,0.003,99.31
810.0,0.004,99.08
811.0,0.004,99.08
812.0,0.004,99.08
813.0,0.004,99.08
814.0,0.003,99.31
815.0,0.004,99.08
816.0,0.003,99.31
817.0,0.004,99.08
818.0,0.003,99.31
819.0,0.004,99.08
820.0,0.003,99.31
821.0,0.003,99.31
822.0,0.004,99.08
823.0,0.003,99.31
824.0,0.004,99.08
825.0,0.004,99.08
826.0,0.003,99.31
827.0,0.003,99.31
828.0,0.003,99.31
829.0,0.003,99.31
830.0,0.003,99.31
831.0,0.003,99.31
832.0,0.003,99.31
833.0,0.003,99.31
834.0,0.003,99.31
835.0,0.003,99.31
836.0,0.003,99.31
837.0,0.003,99.31
838.0,0.003,99.31
839.0,0.003,99.31
840.0,0.003,99.31
841.0,0.003,99.31
842.0,0.004,99.08
843.0,0.003,99.31
844.0,0.004,99.08
845.0,0.004,99.08
846.0,0.003,99.31
847.0,0.004,99.08
848.0,0.003,99.31
849.0,0.004,99.08
850.0,0.004,99.08
851.0,0.003,99.31
852.0,0.003,99.31
853.0,0.004,99.08
854.0,0.004,99.08
855.0,0.003,99.31
856.0,0.004,99.08
857.0,0.004,99.08
858.0,0.004,99.08
859.0,0.004,99.08
860.0,0.004,99.08
861.0,0.004,99.08
862.0,0.004,99.08
863.0,0.004,99.08
864.0,0.004,99.08
865.0,0.004,99.08
866.0,0.004,99.08
867.0,0.004,99.08
868.0,0.004,99.08
869.0,0.004,99.08
870.0,0.004,99.08
871.0,0.004,99.08
872.0,0.004,99.08
873.0,0.004,99.08
874.0,0.004,99.08
875.0,0.004,99.08
876.0,0.004,99.08
877.0,0.004,99.08
878.0,0.004,99.08
879.0,0.004,99.08
880.0,0.004,99.08
881.0,0.004,99.08
882.0,0.004,99.08
883.0,0.004,99.08
884.0,0.004,99.08
885.0,0.004,99.08
886.0,0.004,99.08
887.0,0.004,99.08
888.0,0.004,99.08
889.0,0.004,99.08
890.0,0.004,99.08
891.0,0.004,99.08
892.0,0.004,99.08
893.0,0.004,99.08
894.0,0.004,99.08
895.0,0.004,99.08
896.0,0.004,99.08
897.0,0.004,99.08
898.0,0.004,99.08
899.0,0.004,99.08
900.0,0.004,99.08
901.0,0.004,99.08
902.0,0.004,99.08
903.0,0.004,99.08
904.0,0.004,99.08
905.0,0.004,99.08
906.0,0.004,99.08
907.0,0.004,99.08
908.0,0.004,99.08
909.0,0.004,99.08
910.0,0.004,99.08
911.0,0.004,99.08
912.0,0.004,99.08
913.0,0.004,99.08
914.0,0.003,99.31
915.0,0.003,99.31
916.0,0.004,99.08
917.0,0.004,99.08
918.0,0.004,99.08
919.0,0.004,99.08
920.0,0.003,99.31
921.0,0.004,99.08
922.0,0.004,99.08
923.0,0.004,99.08
924.0,0.004,99.08
925.0,0.003,99.31
926.0,0.004,99.08
927.0,0.004,99.08
928.0,0.003,99.31
929.0,0.004,99.08
930.0,0.004,99.08
931.0,0.004,99.08
932.0,0.003,99.31
933.0,0.003,99.31
934.0,0.003,99.31
935.0,0.003,99.31
936.0,0.003,99.31
937.0,0.004,99.08
938.0,0.003,99.31
939.0,0.003,99.31
940.0,0.004,99.08
941.0,0.003,99.31
942.0,0.003,99.31
943.0,0.003,99.31
944.0,0.003,99.31
945.0,0.003,99.31
946.0,0.003,99.31
947.0,0.004,99.08
948.0,0.003,99.31
949.0,0.003,99.31
950.0,0.004,99.08
951.0,0.004,99.08
952.0,0.004,99.08
953.0,0.003,99.31
954.0,0.003,99.31
955.0,0.003,99.31
956.0,0.003,99.31
957.0,0.003,99.31
958.0,0.003,99.31
959.0,0.003,99.31
960.0,0.003,99.31
961.0,0.003,99.31
962.0,0.003,99.31
963.0,0.003,99.31
964.0,0.003,99.31
965.0,0.003,99.31
966.0,0.003,99.31
967.0,0.003,99.31
968.0,0.003,99.31
969.0,0.003,99.31
970.0,0.003,99.31
971.0,0.003,99.31
972.0,0.003,99.31
973.0,0.003,99.31
974.0,0.003,99.31
975.0,0.003,99.31
976.0,0.003,99.31
977.0,0.003,99.31
978.0,0.003,99.31
979.0,0.003,99.31
980.0,0.003,99.31
981.0,0.003,99.31
982.0,0.002,99.54
983.0,0.002,99.54
984.0,0.002,99.54
985.0,0.002,99.54
986.0,0.002,99.54
987.0,0.002,99.54
988.0,0.002,99.54
989.0,0.002,99.54
990.0,0.002,99.54
991.0,0.002,99.54
992.0,0.002,99.54
993.0,0.002,99.54
994.0,0.002,99.54
995.0,0.002,99.54
996.0,0.002,99.54
997.0,0.002,99.54
998.0,0.002,99.54
999.0,0.002,99.54
1000.0,0.002,99.54
1001.0,0.002,99.54
1002.0,0.002,99.54
1003.0,0.002,99.54
1004.0,0.001,99.77
1005.0,0.001,99.77
1006.0,0.001,99.77
1007.0,0.001,99.77
1008.0,0.001,99.77
1009.0,0.001,99.77
1010.0,0.001,99.77
1011.0,0.001,99.77
1012.0,0.001,99.77
1013.0,0.001,99.77
1014.0,0.001,99.77
1015.0,0.001,99.77
1016.0,0.001,99.77
1017.0,0.001,99.77
1018.0,0.001,99.77
1019.0,0.001,99.77
1020.0,0.000,100.00
1021.0,0.001,99.77
1022.0,0.000,100.00
1023.0,0.000,100.00
1024.0,0.000,100.00
1025.0,0.000,100.00
1026.0,0.000,100.00
1027.0,0.000,100.00
1028.0,0.000,100.00
1029.0,0.000,100.00
1030.0,0.000,100.00
1031.0,0.000,100.00
1032.0,0.000,100.00
1033.0,0.000,100.00
1034.0,0.000,100.00
1035.0,0.000,100.00
1036.0,0.000,100.00
1037.0,-0.001,100.23
1038.0,-0.001,100.23
1039.0,-0.001,100.23
1040.0,-0.001,100.23
1041.0,-0.001,100.23
1042.0,-0.001,100.23
1043.0,-0.001,100.23
1044.0,-0.001,100.23
1045.0,-0.001,100.23
1046.0,-0.001,100.23
1047.0,-0.002,100.46
1048.0,-0.002,100.46
1049.0,-0.002,100.46
1050.0,-0.002,100.46
1051.0,-0.002,100.46
1052.0,-0.002,100.46
1053.0,-0.002,100.46
1054.0,-0.002,100.46
1055.0,-0.003,100.69
1056.0,-0.003,100.69
1057.0,-0.003,100.69
1058.0,-0.003,100.69
1059.0,-0.003,100.69
1060.0,-0.003,100.69
1061.0,-0.003,100.69
1062.0,-0.003,100.69
1063.0,-0.002,100.46
1064.0,-0.002,100.46
1065.0,-0.002,100.46
1066.0,-0.002,100.46
1067.0,-0.002,100.46
1068.0,-0.003,100.69
1069.0,-0.003,100.69
1070.0,-0.003,100.69
1071.0,-0.003,100.69
1072.0,-0.003,100.69
1073.0,-0.003,100.69
1074.0,-0.003,100.69
1075.0,-0.003,100.69
1076.0,-0.003,100.69
1077.0,-0.003,100.69
1078.0,-0.003,100.69
1079.0,-0.003,100.69
1080.0,-0.003,100.69
1081.0,-0.003,100.69
1082.0,-0.003,100.69
1083.0,-0.003,100.69
1084.0,-0.004,100.93
1085.0,-0.004,100.93
1086.0,-0.004,100.93
1087.0,-0.004,100.93
1088.0,-0.004,100.93
1089.0,-0.004,100.93
1090.0,-0.004,100.93
1091.0,-0.004,100.93
1092.0,-0.004,100.93
1093.0,-0.004,100.93
1094.0,-0.004,100.93
1095.0,-0.004,100.93
1096.0,-0.004,100.93
1097.0,-0.004,100.93
1098.0,-0.004,100.93
1099.0,-0.004,100.93
1100.0,-0.004,100.93
